Time (h), Temperature (degC)
0,8.668276401066066
1,11.734537756372447
2,12.151085224245435
3,12.36669262824671
4,12.562867441978824
5,12.726934038168281
6,12.880963642611164
7,13.034993247054047
8,13.18902285149693
9,13.315085171489898
10,13.413960590909937
11,13.512836010330034
12,13.611711429750073
13,13.71058684917017
14,13.80946226859021
15,13.908337688010306
16,14.007213107430402
17,14.106088526850499
18,14.140502458830724
19,14.174756707132474
20,14.209010955434167
21,14.24326520373586
22,14.277519452037552
23,14.311773700339245
24,14.346027948640938
25,14.38028219694263
26,14.414536445244323
27,14.448790693546016
28,14.483044941847766
29,14.517299190149458
30,14.551553438451151
31,14.585807686752844
32,14.620061935054537
33,14.65431618335623
34,14.688570431657922
35,14.62638465348823
36,14.562073574867497
37,14.497762496246764
38,14.433451417626088
39,14.369140339005298
40,14.304829260384565
41,14.240518181763889
42,14.1762071031431
43,14.111896024522423
44,14.04758494590169
45,13.983273867281014
46,13.918962788660224
47,13.85465171003949
48,13.790340631418815
49,13.726029552798025
50,13.661718474177349
51,13.597407395556615
52,13.533096316935882
53,13.46878523831515
54,13.404474159694473
55,13.34016308107374
56,13.27585200245295
57,13.211540923832274
58,13.147229845211541
59,13.082918766590808
60,13.018607687970075
61,12.954296609349399
62,12.889985530728609
63,12.825674452107876
64,12.7613633734872
65,12.69705229486641
66,12.632741216245734
67,12.568430137625
68,12.504119059004324
69,12.50623086644606
70,12.512563262182198
71,12.518895657918279
72,12.525228053654416
73,12.531560449390497
74,12.537892845126635
75,12.544225240862772
76,12.55055763659891
77,12.556890032335048
78,12.563222428071185
79,12.56955482380721
80,12.575887219543347
81,12.582219615279485
82,12.588552011015622
83,12.59488440675176
84,12.601216802487897
85,12.607549198223978
86,12.613881593960116
87,12.620213989696197
88,12.626546385432334
89,12.632878781168472
90,12.63921117690461
91,12.64554357264069
92,12.651875968376828
93,12.658208364112966
94,12.664540759849103
95,12.670873155585184
96,12.677205551321322
97,12.683537947057403
98,12.68987034279354
99,12.696202738529678
100,12.702535134265815
101,12.708867530001953
102,12.715199925738034
103,12.721532321474115
104,12.727864717210252
105,12.73419711294639
106,12.740529508682528
107,12.746861904418665
108,12.753194300154803
109,12.759526695890884
110,12.765859091626965
111,12.772191487363102
112,12.77852388309924
113,12.784856278835377
114,12.791188674571515
115,12.797521070307596
116,12.803853466043734
117,12.810185861779871
118,12.816518257515952
119,12.82285065325209
120,12.82918304898817
121,12.835515444724308
122,12.841847840460446
123,12.848180236196583
124,12.854512631932721
125,12.860845027668859
126,12.867177423404883
127,12.87350981914102
128,12.879842214877158
129,12.886174610613295
130,12.892507006349433
131,12.89883940208557
132,12.905171797821652
133,12.911504193557732
134,12.91783658929387
135,12.924168985030008
136,12.930501380766145
137,12.970167511710372
138,13.015085533540628
139,13.060003555370827
140,13.104921577201083
141,13.149839599031282
142,13.194757620861537
143,13.239675642691736
144,13.284593664521935
145,13.329511686352134
146,13.37442970818239
147,13.41934773001259
148,13.464265751842845
149,13.509183773673044
150,13.5541017955033
151,13.599019817333442
152,13.643937839163698
153,13.688855860993897
154,13.733773882824153
155,13.778691904654352
156,13.823609926484608
157,13.868527948314807
158,13.913445970145062
159,13.958363991975204
160,14.00328201380546
161,14.04820003563566
162,14.093118057465915
163,14.138036079296114
164,14.18295410112637
165,14.227872122956569
166,14.272790144786825
167,14.317708166616967
168,14.362626188447223
169,14.407544210277422
170,14.452462232107678
171,14.497380253937877
172,14.542298275768132
173,14.587216297598331
174,14.632134319428587
175,14.67705234125873
176,14.721970363088985
177,14.766888384919184
178,14.81180640674944
179,14.85672442857964
180,14.901642450409895
181,14.946560472240094
182,14.99147849407035
183,15.036396515900492
184,15.081314537730748
185,15.126232559560947
186,15.171150581391203
187,15.216068603221402
188,15.260986625051657
189,15.305904646881856
190,15.350822668712112
191,15.395740690542254
192,15.44065871237251
193,15.48557673420271
194,15.530494756032965
195,15.575412777863164
196,15.62033079969342
197,15.665248821523619
198,15.710166843353818
199,15.755084865184017
200,15.800002887014273
201,15.844920908844472
202,15.889838930674728
203,15.934756952504927
204,15.979674974335182
205,15.981151042216936
206,15.97090641845989
207,15.960661794702787
208,15.950417170945684
209,15.940172547188581
210,15.929927923431535
211,15.919683299674432
212,15.909438675917329
213,15.899194052160226
214,15.88894942840318
215,15.878704804646077
216,15.868460180888974
217,15.85821555713187
218,15.847970933374768
219,15.837726309617722
220,15.827481685860619
221,15.817237062103516
222,15.806992438346413
223,15.796747814589366
224,15.786503190832263
225,15.77625856707516
226,15.766013943318057
227,15.755769319561011
228,15.745524695803908
229,15.735280072046805
230,15.725035448289702
231,15.714790824532656
232,15.704546200775553
233,15.69430157701845
234,15.684056953261347
235,15.673812329504244
236,15.663567705747198
237,15.653323081990095
238,15.643078458232992
239,15.632833834475946
240,15.622589210718843
241,15.61234458696174
242,15.602099963204637
243,15.591855339447534
244,15.58161071569043
245,15.571366091933385
246,15.561121468176282
247,15.550876844419179
248,15.540632220662133
249,15.53038759690503
250,15.520142973147927
251,15.509898349390824
252,15.49965372563372
253,15.489409101876618
254,15.479164478119571
255,15.468919854362468
256,15.458675230605422
257,15.44843060684832
258,15.438185983091216
259,15.427941359334113
260,15.41769673557701
261,15.407452111819907
262,15.397207488062861
263,15.386962864305758
264,15.376718240548655
265,15.366473616791609
266,15.356228993034506
267,15.345984369277403
268,15.3357397455203
269,15.325495121763197
270,15.315250498006094
271,15.305005874249048
272,15.294761250491945
273,15.284516626734899
274,15.274272002977796
275,15.264027379220693
276,15.25378275546359
277,15.243538131706487
278,15.233293507949384
279,15.22304888419228
280,15.212804260435234
281,15.202559636678188
282,15.192315012921085
283,15.182070389163982
284,15.17182576540688
285,15.161581141649776
286,15.151336517892673
287,15.14109189413557
288,15.130847270378467
289,15.120602646621421
290,15.110358022864375
291,15.100113399107272
292,15.089868775350169
293,15.079624151593066
294,15.069379527835963
295,15.05913490407886
296,15.048890280321757
297,15.038645656564654
298,15.028401032807665
299,15.018156409050562
300,15.007911785293459
301,14.997667161536356
302,14.987422537779253
303,14.97717791402215
304,14.966933290265047
305,14.956688666507944
306,14.946444042750898
307,14.936199418993851
308,14.925954795236748
309,14.915710171479645
310,14.905465547722542
311,14.89522092396544
312,14.884976300208336
313,14.874731676451233
314,14.86448705269413
315,14.854242428937141
316,14.843997805180038
317,14.833753181422935
318,14.823508557665832
319,14.813263933908729
320,14.803019310151626
321,14.792774686394523
322,14.78253006263742
323,14.772285438880317
324,14.762040815123328
325,14.751796191366225
326,14.741551567609122
327,14.731306943852019
328,14.721062320094916
329,14.710817696337813
330,14.70057307258071
331,14.690328448823607
332,14.68008382506656
333,14.669839201309514
334,14.659594577552411
335,14.649349953795308
336,14.639105330038205
337,14.628860706281102
338,14.618616082524
339,14.608371458766896
340,14.598126835009793
341,14.64200014564534
342,14.717008190953493
343,14.792016236261588
344,14.867024281569627
345,14.94203232687778
346,15.017040372185875
347,15.092048417494027
348,15.167056462802122
349,15.242064508110275
350,15.317072553418313
351,15.392080598726466
352,15.467088644034561
353,15.542096689342713
354,15.617104734650809
355,15.692112779958961
356,15.767120825267
357,15.842128870575152
358,15.917136915883248
359,15.992144961191343
360,16.067153006499495
361,16.142161051807534
362,16.217169097115686
363,16.292177142423782
364,16.367185187731934
365,16.44219323304003
366,16.517201278348182
367,16.59220932365622
368,16.667217368964373
369,16.74222541427247
370,16.81723345958062
371,16.892241504888716
372,16.967249550196755
373,17.042257595504907
374,17.117265640813002
375,17.192273686121155
376,17.26728173142925
377,17.342289776737402
378,17.41729782204544
379,17.492305867353593
380,17.56731391266169
381,17.64232195796984
382,17.717330003277937
383,17.79233804858609
384,17.867346093894128
385,17.942354139202223
386,18.017362184510375
387,18.09237022981847
388,18.167378275126623
389,18.24238632043466
390,18.317394365742814
391,18.39240241105091
392,18.46741045635906
393,18.542418501667157
394,18.61742654697531
395,18.692434592283348
396,18.7674426375915
397,18.842450682899596
398,18.91745872820769
399,18.992466773515844
400,19.067474818823882
401,19.142482864132035
402,19.21749090944013
403,19.292498954748282
404,19.367507000056378
405,19.44251504536453
406,19.51752309067257
407,19.59253113598072
408,19.667539181288817
409,19.74254722659697
410,19.817555271905064
411,19.89256331721316
412,19.967571362521255
413,20.04257940782935
414,20.117587453137503
415,20.1925954984456
416,20.26760354375375
417,20.34261158906179
418,20.41761963436994
419,20.492627679678037
420,20.56763572498619
421,20.642643770294285
422,20.717651815602437
423,20.792659860910476
424,20.86766790621857
425,20.942675951526724
426,21.01768399683482
427,21.09269204214297
428,21.16770008745101
429,21.242708132759162
430,21.317716178067258
431,21.39272422337541
432,21.467732268683505
433,21.542740313991658
434,21.617748359299696
435,21.69275640460785
436,21.767764449915944
437,21.84277249522404
438,21.917780540532192
439,21.992788585840287
440,22.067796631148383
441,22.14280467645648
442,22.21781272176463
443,22.292820767072726
444,22.36782881238088
445,22.442836857688917
446,22.51784490299707
447,22.592852948305165
448,22.667860993613317
449,22.742869038921413
450,22.817877084229565
451,22.892885129537603
452,22.9678931748457
453,23.04290122015385
454,23.117909265461947
455,23.1929173107701
456,23.267925356078194
457,23.34293340138629
458,23.417941446694385
459,23.492949492002538
460,23.567957537310633
461,23.642965582618785
462,23.717973627926824
463,23.792981673234976
464,23.867989718543072
465,23.942997763851167
466,24.01800580915932
467,24.093013854467415
468,24.16802189977551
469,24.243029945083606
470,24.31803799039176
471,24.393046035699854
472,24.468054081008006
473,24.5430621263161
474,24.618070171624197
475,24.693078216932292
476,24.768086262240445
477,24.779469691182555
478,24.722494082360924
479,24.665518473539294
480,24.608542864717606
481,24.551567255895975
482,24.494591647074344
483,24.437616038252656
484,24.380640429431082
485,24.32366482060945
486,24.266689211787764
487,24.209713602966133
488,24.152737994144445
489,24.095762385322814
490,24.038786776501183
491,23.981811167679552
492,23.92483555885792
493,23.86785995003629
494,23.810884341214603
495,23.753908732392972
496,23.69693312357134
497,23.639957514749653
498,23.58298190592808
499,23.52600629710645
500,23.46903068828476
501,23.41205507946313
502,23.3550794706415
503,23.29810386181981
504,23.241128252998237
505,23.184152644176606
506,23.12717703535492
507,23.070201426533288
508,23.013225817711657
509,22.95625020888997
510,22.89927460006834
511,22.842298991246764
512,22.785323382425076
513,22.728347773603446
514,22.671372164781758
515,22.614396555960127
516,22.557420947138496
517,22.50044533831681
518,22.443469729495234
519,22.386494120673603
520,22.329518511851916
521,22.272542903030285
522,22.215567294208654
523,22.158591685386966
524,22.101616076565335
525,22.04464046774376
526,21.987664858922074
527,21.930689250100443
528,21.873713641278812
529,21.816738032457124
530,21.759762423635493
531,21.702786814813862
532,21.64581120599223
533,21.5888355971706
534,21.53185998834897
535,21.474884379527282
536,21.41790877070565
537,21.360933161883963
538,21.303957553062332
539,21.24698194424076
540,21.19000633541907
541,21.13303072659744
542,21.07605511777581
543,21.01907950895412
544,20.96210390013249
545,20.90512829131086
546,20.84815268248923
547,20.791177073667598
548,20.734201464845967
549,20.67722585602428
550,20.620250247202648
551,20.563274638381017
552,20.50629902955933
553,20.449323420737755
554,20.392347811916125
555,20.335372203094437
556,20.278396594272806
557,20.221420985451175
558,20.164445376629487
559,20.107469767807913
560,20.050494158986282
561,19.993518550164595
562,19.936542941342964
563,19.879567332521276
564,19.822591723699645
565,19.765616114878014
566,19.708640506056383
567,19.651664897234753
568,19.59468928841312
569,19.537713679591434
570,19.480738070769803
571,19.423762461948172
572,19.366786853126484
573,19.30981124430491
574,19.25283563548328
575,19.19586002666159
576,19.13888441783996
577,19.08190880901833
578,19.024933200196642
579,18.96795759137501
580,18.910981982553437
581,18.85400637373175
582,18.79703076491012
583,18.740055156088488
